"","micro1","micro2","r","p_value"
"1658","Microbacterium paludicola","Martelella mediterranea",0.478066161068184,2.00528636466459e-16
"1659","Staphylococcus phage StB12","Martelella mediterranea",0.140476544306959,0.0226905226282301
"1660","Brevirhabdus pacifica","Martelella mediterranea",0.599640937600232,4.53981148381618e-27
"1661","Meiothermus silvanus","Martelella mediterranea",0.229800917848237,0.000170301975438208
"1662","Microbacterium sp. XT11","Martelella mediterranea",0.501221406851729,3.90294052304703e-18
"1663","Leadbetterella byssophila","Martelella mediterranea",0.410455908195757,4.12979035574404e-12
"1664","Rhodobacter capsulatus","Martelella mediterranea",0.644748199002375,2.67597756498376e-32
"1752","Flavobacteriaceae bacterium JJC","Microcystis aeruginosa",0.335708012101308,2.38943245730449e-08
"1753","Erythrobacter sp. HL-111","Microcystis aeruginosa",0.516211567141237,2.58605411209278e-19
"1754","Martelella sp. AD-3","Microcystis aeruginosa",0.586988335000505,9.53767077671258e-26
"1755","Luteimonas sp. JM171","Microcystis aeruginosa",0.310953081667408,2.64753039241547e-07
"1756","Dinoroseobacter shibae","Microcystis aeruginosa",0.498162995014849,6.68117955771584e-18
"1757","Elizabethkingia meningoseptica","Microcystis aeruginosa",0.400698399265655,1.45494288590118e-11
"1758","Ketogulonicigenium robustum","Microcystis aeruginosa",0.67091595851556,9.30374244725548e-36
"1759","Sulfitobacter pseudonitzschiae","Microcystis aeruginosa",0.634488422535299,4.93506227375147e-31
"1760","Thalassolituus oleivorans","Microcystis aeruginosa",0.303764048708558,5.11557857340146e-07
"1761","Microbacterium paludicola","Microcystis aeruginosa",0.469847747017281,7.56696288205686e-16
"1762","Staphylococcus phage StB12","Microcystis aeruginosa",0.161730883729328,0.00859738374246137
"1763","Brevirhabdus pacifica","Microcystis aeruginosa",0.622740422514872,1.21726475039352e-29
"1764","Meiothermus silvanus","Microcystis aeruginosa",0.264935560913808,1.33600795397636e-05
"1765","Microbacterium sp. XT11","Microcystis aeruginosa",0.511303751986911,6.3822339323782e-19
"1766","Leadbetterella byssophila","Microcystis aeruginosa",0.432324377412826,2.10846304827107e-13
"1767","Rhodobacter capsulatus","Microcystis aeruginosa",0.714374345203168,2.34440369590755e-42
"1768","Martelella mediterranea","Microcystis aeruginosa",0.658249529001548,4.85321529742784e-34
"1855","Flavobacteriaceae bacterium JJC","Confluentimicrobium sp. EMB200-NS6",0.287616575634771,2.10854622629343e-06
"1856","Erythrobacter sp. HL-111","Confluentimicrobium sp. EMB200-NS6",0.465086750028576,1.60702484421055e-15
"1857","Martelella sp. AD-3","Confluentimicrobium sp. EMB200-NS6",0.552943416867288,1.84062815519849e-22
"1858","Luteimonas sp. JM171","Confluentimicrobium sp. EMB200-NS6",0.305069946134747,4.54463077234841e-07
"1859","Dinoroseobacter shibae","Confluentimicrobium sp. EMB200-NS6",0.573427746419356,2.15754413720762e-24
"1860","Elizabethkingia meningoseptica","Confluentimicrobium sp. EMB200-NS6",0.40550989396621,7.85921398982469e-12
"1861","Ketogulonicigenium robustum","Confluentimicrobium sp. EMB200-NS6",0.67270021643695,5.2467057876452e-36
"1862","Sulfitobacter pseudonitzschiae","Confluentimicrobium sp. EMB200-NS6",0.667050170142866,3.17499922411244e-35
"1863","Thalassolituus oleivorans","Confluentimicrobium sp. EMB200-NS6",0.298681878714685,8.06385199984291e-07
"1864","Microbacterium paludicola","Confluentimicrobium sp. EMB200-NS6",0.469655356397061,7.80258491756196e-16
"1866","Brevirhabdus pacifica","Confluentimicrobium sp. EMB200-NS6",0.628771624655376,2.38862627886338e-30
"1867","Meiothermus silvanus","Confluentimicrobium sp. EMB200-NS6",0.256424578184771,2.56172086926667e-05
"1868","Microbacterium sp. XT11","Confluentimicrobium sp. EMB200-NS6",0.471783809868677,5.55193552870328e-16
"1869","Leadbetterella byssophila","Confluentimicrobium sp. EMB200-NS6",0.460587320200769,3.23975834725049e-15
"1870","Rhodobacter capsulatus","Confluentimicrobium sp. EMB200-NS6",0.652592863442928,2.66971185096774e-33
"1871","Martelella mediterranea","Confluentimicrobium sp. EMB200-NS6",0.638289852692053,1.69776746517191e-31
"1872","Microcystis aeruginosa","Confluentimicrobium sp. EMB200-NS6",0.733277414995432,1.25780710938127e-45
"1958","Flavobacteriaceae bacterium JJC","Chryseobacterium haifense",0.722435224431975,1.02000227691262e-43
"1959","Erythrobacter sp. HL-111","Chryseobacterium haifense",0.277161726789823,5.04018940842988e-06
"1960","Martelella sp. AD-3","Chryseobacterium haifense",0.350594092889193,5.06035382484667e-09
"1961","Luteimonas sp. JM171","Chryseobacterium haifense",0.177829077762419,0.00381263486833114
"1962","Dinoroseobacter shibae","Chryseobacterium haifense",0.408362748322963,5.42942186267114e-12
"1963","Elizabethkingia meningoseptica","Chryseobacterium haifense",0.593093646556148,2.2315539637288e-26
"1964","Ketogulonicigenium robustum","Chryseobacterium haifense",0.391426628382656,4.63734743533585e-11
"1965","Sulfitobacter pseudonitzschiae","Chryseobacterium haifense",0.333161443053787,3.0909960373051e-08
"1966","Thalassolituus oleivorans","Chryseobacterium haifense",0.3630594799944,1.29431561638262e-09
"1967","Microbacterium paludicola","Chryseobacterium haifense",0.394469921213392,3.182384965039e-11
"1969","Brevirhabdus pacifica","Chryseobacterium haifense",0.408826340903616,5.11101758395053e-12
"1970","Meiothermus silvanus","Chryseobacterium haifense",0.217172355604184,0.000388756197323082
"1971","Microbacterium sp. XT11","Chryseobacterium haifense",0.375189212123466,3.24249610361896e-10
"1972","Leadbetterella byssophila","Chryseobacterium haifense",0.662808001608622,1.19566788383563e-34
"1973","Rhodobacter capsulatus","Chryseobacterium haifense",0.394755117872178,3.07144818389188e-11
"1974","Martelella mediterranea","Chryseobacterium haifense",0.381733983554114,1.49976238108523e-10
"1975","Microcystis aeruginosa","Chryseobacterium haifense",0.436891612846373,1.10199261680336e-13
"1976","Confluentimicrobium sp. EMB200-NS6","Chryseobacterium haifense",0.389032640952629,6.21910900805623e-11
"2061","Flavobacteriaceae bacterium JJC","Belliella baltica",0.311287111396803,2.56663375625947e-07
"2062","Erythrobacter sp. HL-111","Belliella baltica",0.266035422493026,1.2261964832566e-05
"2063","Martelella sp. AD-3","Belliella baltica",0.410910511559574,3.89055357021303e-12
"2064","Luteimonas sp. JM171","Belliella baltica",0.350970561332251,4.86038924856056e-09
"2065","Dinoroseobacter shibae","Belliella baltica",0.4914530285306,2.13273296528799e-17
"2066","Elizabethkingia meningoseptica","Belliella baltica",0.47270207953427,4.79031843567413e-16
"2067","Ketogulonicigenium robustum","Belliella baltica",0.435075417489473,1.42803986382607e-13
"2068","Sulfitobacter pseudonitzschiae","Belliella baltica",0.446561958034187,2.70032395894606e-14
"2069","Thalassolituus oleivorans","Belliella baltica",0.281715990056051,3.46311261997284e-06
"2070","Microbacterium paludicola","Belliella baltica",0.334148889600267,2.79812037832997e-08
"2071","Staphylococcus phage StB12","Belliella baltica",0.184062976627725,0.00273166156295513
"2072","Brevirhabdus pacifica","Belliella baltica",0.412347561424138,3.2197964210915e-12
"2073","Meiothermus silvanus","Belliella baltica",0.177641079093763,0.00385053923812996
"2074","Microbacterium sp. XT11","Belliella baltica",0.422057140319943,8.75334658844508e-13
"2075","Leadbetterella byssophila","Belliella baltica",0.592645363778527,2.48532282226934e-26
"2076","Rhodobacter capsulatus","Belliella baltica",0.432685395148664,2.00376021495455e-13
"2077","Martelella mediterranea","Belliella baltica",0.513107983626253,4.58644732907452e-19
"2078","Microcystis aeruginosa","Belliella baltica",0.471520566223636,5.7913399402627e-16
"2079","Confluentimicrobium sp. EMB200-NS6","Belliella baltica",0.509945555418031,8.17399701974104e-19
"2080","Chryseobacterium haifense","Belliella baltica",0.529121812774929,2.2374856258228e-20
"2169","Elizabethkingia meningoseptica","Propionibacterium phage PHL064M02",-0.15771620575504,0.010419254251208
"2172","Thalassolituus oleivorans","Propionibacterium phage PHL064M02",-0.144313191992153,0.0192070022897918
"2174","Staphylococcus phage StB12","Propionibacterium phage PHL064M02",0.12433944425192,0.0439395769297959
"2268","Erythrobacter sp. HL-111","Ochrobactrum sp. A44",0.130798393570622,0.0339886379393454
"2269","Martelella sp. AD-3","Ochrobactrum sp. A44",0.168246003991738,0.00623767815684326
"2270","Luteimonas sp. JM171","Ochrobactrum sp. A44",0.141091388148796,0.02209798570762
"2271","Dinoroseobacter shibae","Ochrobactrum sp. A44",0.277390296352875,4.94693296110904e-06
"2273","Ketogulonicigenium robustum","Ochrobactrum sp. A44",0.124267351499934,0.0440631579621383
"2276","Microbacterium paludicola","Ochrobactrum sp. A44",0.175924264231352,0.00421275407338242
"2278","Brevirhabdus pacifica","Ochrobactrum sp. A44",0.142501029062605,0.020789776430372
"2279","Meiothermus silvanus","Ochrobactrum sp. A44",0.131780742013528,0.0326574232055303
"2280","Microbacterium sp. XT11","Ochrobactrum sp. A44",0.184244736217843,0.0027048101850919
"2281","Leadbetterella byssophila","Ochrobactrum sp. A44",0.232585114536947,0.000141084602629833
"2282","Rhodobacter capsulatus","Ochrobactrum sp. A44",0.17663078240723,0.00406012658669634
"2283","Martelella mediterranea","Ochrobactrum sp. A44",0.212603962290952,0.000518135176558016
"2284","Microcystis aeruginosa","Ochrobactrum sp. A44",0.146485084149557,0.0174488825184774
"2285","Confluentimicrobium sp. EMB200-NS6","Ochrobactrum sp. A44",0.219543664786697,0.000334113260030039
"2286","Chryseobacterium haifense","Ochrobactrum sp. A44",0.165348724422541,0.00720419288767751
"2287","Belliella baltica","Ochrobactrum sp. A44",0.305040046705647,4.55699082391923e-07
"2370","Flavobacteriaceae bacterium JJC","Bergeyella zoohelcum",0.395799567986071,2.6963995019978e-11
"2371","Erythrobacter sp. HL-111","Bergeyella zoohelcum",0.262894968598991,1.56488929566082e-05
"2372","Martelella sp. AD-3","Bergeyella zoohelcum",0.270156869790146,8.86165211315766e-06
"2373","Luteimonas sp. JM171","Bergeyella zoohelcum",0.161750883532515,0.00858906593479365
"2374","Dinoroseobacter shibae","Bergeyella zoohelcum",0.408767448291103,5.15043385893321e-12
"2375","Elizabethkingia meningoseptica","Bergeyella zoohelcum",0.489198988207596,3.13186403759259e-17
"2376","Ketogulonicigenium robustum","Bergeyella zoohelcum",0.456577513611716,5.99959083576484e-15
"2377","Sulfitobacter pseudonitzschiae","Bergeyella zoohelcum",0.390427969451489,5.24281166293931e-11
"2378","Thalassolituus oleivorans","Bergeyella zoohelcum",0.27014771765021,8.8680977929074e-06
"2379","Microbacterium paludicola","Bergeyella zoohelcum",0.339575412100804,1.60898852188001e-08
"2380","Staphylococcus phage StB12","Bergeyella zoohelcum",0.202274623952749,0.000970699867555723
"2381","Brevirhabdus pacifica","Bergeyella zoohelcum",0.383310352465509,1.24237085250533e-10
"2382","Meiothermus silvanus","Bergeyella zoohelcum",0.313598369259345,2.06850430801554e-07
"2383","Microbacterium sp. XT11","Bergeyella zoohelcum",0.338571734488184,1.78381808719992e-08
"2384","Leadbetterella byssophila","Bergeyella zoohelcum",0.58005756728212,4.78203845427956e-25
"2385","Rhodobacter capsulatus","Bergeyella zoohelcum",0.398909478118562,1.82473342166814e-11
"2386","Martelella mediterranea","Bergeyella zoohelcum",0.314637706725088,1.87610656115845e-07
"2387","Microcystis aeruginosa","Bergeyella zoohelcum",0.462135089460057,2.54844340298754e-15
"2388","Confluentimicrobium sp. EMB200-NS6","Bergeyella zoohelcum",0.402013737068978,1.23070391641458e-11
"2389","Chryseobacterium haifense","Bergeyella zoohelcum",0.531285123074511,1.46953512058575e-20
"2390","Belliella baltica","Bergeyella zoohelcum",0.46686433788732,1.21475643424791e-15
"2392","Ochrobactrum sp. A44","Bergeyella zoohelcum",0.181023909899436,0.00321798776004261
"2473","Flavobacteriaceae bacterium JJC","Moraxella sp. O245",0.307634535973679,3.59612428603562e-07
"2474","Erythrobacter sp. HL-111","Moraxella sp. O245",0.282406661628187,3.2696181140461e-06
"2475","Martelella sp. AD-3","Moraxella sp. O245",0.265060543486189,1.32307519619495e-05
"2477","Dinoroseobacter shibae","Moraxella sp. O245",0.36810372009522,7.329537375971e-10
"2478","Elizabethkingia meningoseptica","Moraxella sp. O245",0.393891557238053,3.41945713208711e-11
"2479","Ketogulonicigenium robustum","Moraxella sp. O245",0.347784709728119,6.82530053576237e-09
"2480","Sulfitobacter pseudonitzschiae","Moraxella sp. O245",0.423895004271519,6.80840599402135e-13
"2481","Thalassolituus oleivorans","Moraxella sp. O245",0.527699233995999,2.94518830127834e-20
"2482","Microbacterium paludicola","Moraxella sp. O245",0.430047796312194,2.90303885784482e-13
"2484","Brevirhabdus pacifica","Moraxella sp. O245",0.395358266205921,2.84908722025183e-11
"2485","Meiothermus silvanus","Moraxella sp. O245",0.235423694211766,0.000116177898877693
"2486","Microbacterium sp. XT11","Moraxella sp. O245",0.31988841616342,1.13913976891258e-07
"2487","Leadbetterella byssophila","Moraxella sp. O245",0.41433846690828,2.47355485872423e-12
"2488","Rhodobacter capsulatus","Moraxella sp. O245",0.336628980446141,2.17575778715596e-08
"2489","Martelella mediterranea","Moraxella sp. O245",0.344525586835486,9.62207595168797e-09
"2490","Microcystis aeruginosa","Moraxella sp. O245",0.36500040826699,1.04116658775911e-09
"2491","Confluentimicrobium sp. EMB200-NS6","Moraxella sp. O245",0.375022183314443,3.30619247166173e-10
"2492","Chryseobacterium haifense","Moraxella sp. O245",0.387147660175889,7.82286118751025e-11
"2493","Belliella baltica","Moraxella sp. O245",0.308109501550495,3.44270635625692e-07
"2496","Bergeyella zoohelcum","Moraxella sp. O245",0.442123679680669,5.17768795689208e-14
"2576","Flavobacteriaceae bacterium JJC","Agrobacterium sp. RAC06",0.280257235006841,3.90827391981438e-06
"2577","Erythrobacter sp. HL-111","Agrobacterium sp. RAC06",0.364096221005956,1.15247436928355e-09
"2578","Martelella sp. AD-3","Agrobacterium sp. RAC06",0.514721070390171,3.40768664813444e-19
"2579","Luteimonas sp. JM171","Agrobacterium sp. RAC06",0.473466975780567,4.23487315103909e-16
"2580","Dinoroseobacter shibae","Agrobacterium sp. RAC06",0.54428432851741,1.10156358282119e-21
"2581","Elizabethkingia meningoseptica","Agrobacterium sp. RAC06",0.398857208039288,1.83681050475873e-11
"2582","Ketogulonicigenium robustum","Agrobacterium sp. RAC06",0.547120308154256,6.16584134480964e-22
"2583","Sulfitobacter pseudonitzschiae","Agrobacterium sp. RAC06",0.497159423484482,7.96070976443009e-18
"2584","Thalassolituus oleivorans","Agrobacterium sp. RAC06",0.24333915893046,6.67441135069873e-05
"2585","Microbacterium paludicola","Agrobacterium sp. RAC06",0.410224823528153,4.25683655447583e-12
"2587","Brevirhabdus pacifica","Agrobacterium sp. RAC06",0.471688787578694,5.63721287016182e-16
"2588","Meiothermus silvanus","Agrobacterium sp. RAC06",0.2854398661379,2.5353946187939e-06
"2589","Microbacterium sp. XT11","Agrobacterium sp. RAC06",0.509273462927354,9.23493784123126e-19
"2590","Leadbetterella byssophila","Agrobacterium sp. RAC06",0.50973214795972,8.49720159449919e-19
"2591","Rhodobacter capsulatus","Agrobacterium sp. RAC06",0.531439630798619,1.42590175010155e-20
"2592","Martelella mediterranea","Agrobacterium sp. RAC06",0.666478589780359,3.80089880791008e-35
"2593","Microcystis aeruginosa","Agrobacterium sp. RAC06",0.542871384853633,1.46784990284579e-21
"2594","Confluentimicrobium sp. EMB200-NS6","Agrobacterium sp. RAC06",0.562633744229779,2.33429177547666e-23
"2595","Chryseobacterium haifense","Agrobacterium sp. RAC06",0.417488286228269,1.62408621794084e-12
"2596","Belliella baltica","Agrobacterium sp. RAC06",0.56770082956386,7.7159360114713e-24
"2597","Propionibacterium phage PHL064M02","Agrobacterium sp. RAC06",-0.121493299779967,0.0490448012423856
"2598","Ochrobactrum sp. A44","Agrobacterium sp. RAC06",0.368973139359028,6.63859310337068e-10
"2599","Bergeyella zoohelcum","Agrobacterium sp. RAC06",0.34108596425068,1.37667342664498e-08
"2600","Moraxella sp. O245","Agrobacterium sp. RAC06",0.284503876974033,2.7432594498906e-06
"2679","Flavobacteriaceae bacterium JJC","Aeromicrobium choanae",-0.191479902483932,0.00181216751299796
"2681","Martelella sp. AD-3","Aeromicrobium choanae",-0.224165935300411,0.000247539615214319
"2683","Dinoroseobacter shibae","Aeromicrobium choanae",-0.16000362930222,0.0093433127551681
"2684","Elizabethkingia meningoseptica","Aeromicrobium choanae",-0.299953792416703,7.20161593531496e-07
"2685","Ketogulonicigenium robustum","Aeromicrobium choanae",-0.179997483291515,0.00339917297092518
"2686","Sulfitobacter pseudonitzschiae","Aeromicrobium choanae",-0.217292281771814,0.000385804424882145
"2687","Thalassolituus oleivorans","Aeromicrobium choanae",-0.29037581653233,1.66544045074196e-06
