"","micro1","micro2","r","p_value"
"1142","Thalassolituus oleivorans","Brevirhabdus pacifica",0.179985376312405,0.0027388228532123
"1143","Microbacterium paludicola","Brevirhabdus pacifica",0.408846542249962,1.66469049028328e-12
"1237","Flavobacteriaceae bacterium JJC","Meiothermus silvanus",0.152416684940799,0.0113791182278545
"1238","Erythrobacter sp. HL-111","Meiothermus silvanus",0.148462378490084,0.0137232152013987
"1239","Martelella sp. AD-3","Meiothermus silvanus",0.223207731271483,0.000190108117034243
"1240","Luteimonas sp. JM171","Meiothermus silvanus",0.264098881469573,9.05065815751611e-06
"1241","Dinoroseobacter shibae","Meiothermus silvanus",0.151998754315322,0.0116089313870703
"1242","Elizabethkingia meningoseptica","Meiothermus silvanus",0.237134865676772,7.14766998146611e-05
"1243","Ketogulonicigenium robustum","Meiothermus silvanus",0.285705542329545,1.45666587171476e-06
"1244","Sulfitobacter pseudonitzschiae","Meiothermus silvanus",0.20290848847104,0.000712280477487248
"1246","Microbacterium paludicola","Meiothermus silvanus",0.217557225597531,0.000278002639208704
"1248","Brevirhabdus pacifica","Meiothermus silvanus",0.197631522636407,0.000984293638043987
"1340","Flavobacteriaceae bacterium JJC","Microbacterium sp. XT11",0.260489474248363,1.2097058432611e-05
"1341","Erythrobacter sp. HL-111","Microbacterium sp. XT11",0.340665524335831,6.71453596803434e-09
"1342","Martelella sp. AD-3","Microbacterium sp. XT11",0.394127974470552,1.18011714436657e-11
"1343","Luteimonas sp. JM171","Microbacterium sp. XT11",0.27935044677341,2.53355212861641e-06
"1344","Dinoroseobacter shibae","Microbacterium sp. XT11",0.361340760478182,6.62698177084797e-10
"1345","Elizabethkingia meningoseptica","Microbacterium sp. XT11",0.271185086426242,5.05739568117431e-06
"1346","Ketogulonicigenium robustum","Microbacterium sp. XT11",0.365667262616244,3.99528834228685e-10
"1347","Sulfitobacter pseudonitzschiae","Microbacterium sp. XT11",0.343031641707535,5.19500570624088e-09
"1348","Thalassolituus oleivorans","Microbacterium sp. XT11",0.217953165476603,0.000270781996438793
"1349","Microbacterium paludicola","Microbacterium sp. XT11",0.564669951122689,1.46488905660269e-24
"1351","Brevirhabdus pacifica","Microbacterium sp. XT11",0.3940796610187,1.18754116145774e-11
"1352","Meiothermus silvanus","Microbacterium sp. XT11",0.266406361371277,7.5017449129654e-06
"1443","Flavobacteriaceae bacterium JJC","Leadbetterella byssophila",0.450801326738208,3.59788524783951e-15
"1444","Erythrobacter sp. HL-111","Leadbetterella byssophila",0.245051438779953,3.99073405888284e-05
"1445","Martelella sp. AD-3","Leadbetterella byssophila",0.382854731341127,4.96080590551204e-11
"1446","Luteimonas sp. JM171","Leadbetterella byssophila",0.306685250497016,2.12343991124859e-07
"1447","Dinoroseobacter shibae","Leadbetterella byssophila",0.395363698789286,1.00487878163078e-11
"1448","Elizabethkingia meningoseptica","Leadbetterella byssophila",0.513653808660534,6.4591945850075e-20
"1449","Ketogulonicigenium robustum","Leadbetterella byssophila",0.417885531630558,4.76320422395569e-13
"1450","Sulfitobacter pseudonitzschiae","Leadbetterella byssophila",0.406620159795145,2.25266990118997e-12
"1451","Thalassolituus oleivorans","Leadbetterella byssophila",0.241052934888542,5.36980695403951e-05
"1452","Microbacterium paludicola","Leadbetterella byssophila",0.35799406433161,9.75150483714475e-10
"1453","Staphylococcus phage StB12","Leadbetterella byssophila",0.166769294772993,0.00556446189445915
"1454","Brevirhabdus pacifica","Leadbetterella byssophila",0.441462860207538,1.51896318564478e-14
"1455","Meiothermus silvanus","Leadbetterella byssophila",0.281399210078192,2.12268977250298e-06
"1456","Microbacterium sp. XT11","Leadbetterella byssophila",0.367278047972114,3.30282805664403e-10
"1546","Flavobacteriaceae bacterium JJC","Rhodobacter capsulatus",0.262289955365815,1.04726697147687e-05
"1547","Erythrobacter sp. HL-111","Rhodobacter capsulatus",0.489721659928091,5.40960991602325e-18
"1548","Martelella sp. AD-3","Rhodobacter capsulatus",0.578762981918443,5.44517710666335e-26
"1549","Luteimonas sp. JM171","Rhodobacter capsulatus",0.408768128090419,1.68258405894554e-12
"1550","Dinoroseobacter shibae","Rhodobacter capsulatus",0.540067835453513,3.19263265245693e-22
"1551","Elizabethkingia meningoseptica","Rhodobacter capsulatus",0.310161796995212,1.52045562500044e-07
"1552","Ketogulonicigenium robustum","Rhodobacter capsulatus",0.619336331666877,1.612300435605e-30
"1553","Sulfitobacter pseudonitzschiae","Rhodobacter capsulatus",0.612856853995411,9.43658263917418e-30
"1554","Thalassolituus oleivorans","Rhodobacter capsulatus",0.22861802223708,0.000130927566294048
"1555","Microbacterium paludicola","Rhodobacter capsulatus",0.484014779193401,1.47872913457785e-17
"1557","Brevirhabdus pacifica","Rhodobacter capsulatus",0.627199479765787,1.78593358688973e-31
"1558","Meiothermus silvanus","Rhodobacter capsulatus",0.275585830332474,3.49409408157327e-06
"1559","Microbacterium sp. XT11","Rhodobacter capsulatus",0.38897174867148,2.29144842094515e-11
"1560","Leadbetterella byssophila","Rhodobacter capsulatus",0.474826367528278,7.18024197968138e-17
"1649","Flavobacteriaceae bacterium JJC","Martelella mediterranea",0.276847417824257,3.13891939103573e-06
"1650","Erythrobacter sp. HL-111","Martelella mediterranea",0.402595546568689,3.86991859362032e-12
"1651","Martelella sp. AD-3","Martelella mediterranea",0.581634765653474,2.72966143373123e-26
"1652","Luteimonas sp. JM171","Martelella mediterranea",0.446167803151572,7.39263856371561e-15
"1653","Dinoroseobacter shibae","Martelella mediterranea",0.60219601725828,1.5831130801689e-28
"1654","Elizabethkingia meningoseptica","Martelella mediterranea",0.351713789057701,1.98909731205406e-09
"1655","Ketogulonicigenium robustum","Martelella mediterranea",0.53957027395715,3.54389435693369e-22
"1656","Sulfitobacter pseudonitzschiae","Martelella mediterranea",0.616831682108262,3.20764027820543e-30
"1657","Thalassolituus oleivorans","Martelella mediterranea",0.249812610954162,2.78422835554954e-05
"1658","Microbacterium paludicola","Martelella mediterranea",0.43937675701058,2.08294166950606e-14
"1660","Brevirhabdus pacifica","Martelella mediterranea",0.602044254563178,1.64670318228821e-28
"1661","Meiothermus silvanus","Martelella mediterranea",0.171469234117358,0.00434869802678614
"1662","Microbacterium sp. XT11","Martelella mediterranea",0.374086757056437,1.46009760889941e-10
"1663","Leadbetterella byssophila","Martelella mediterranea",0.435780691311241,3.57164975457345e-14
"1664","Rhodobacter capsulatus","Martelella mediterranea",0.634560179132802,2.1491513960504e-32
"1752","Flavobacteriaceae bacterium JJC","Microcystis aeruginosa",0.275329451354276,3.57081329703381e-06
"1753","Erythrobacter sp. HL-111","Microcystis aeruginosa",0.488740142500687,6.4395991158146e-18
"1754","Martelella sp. AD-3","Microcystis aeruginosa",0.597481918396879,5.32782636366325e-28
"1755","Luteimonas sp. JM171","Microcystis aeruginosa",0.370345007844262,2.2920534188175e-10
"1756","Dinoroseobacter shibae","Microcystis aeruginosa",0.523264892513479,9.87011380709998e-21
"1757","Elizabethkingia meningoseptica","Microcystis aeruginosa",0.360779270994504,7.07288962860688e-10
"1758","Ketogulonicigenium robustum","Microcystis aeruginosa",0.558065467799737,6.49618189445437e-24
"1759","Sulfitobacter pseudonitzschiae","Microcystis aeruginosa",0.637963837789805,7.91722857247007e-33
"1760","Thalassolituus oleivorans","Microcystis aeruginosa",0.227741133102038,0.000139170100923559
"1761","Microbacterium paludicola","Microcystis aeruginosa",0.464543365773819,3.98194681854891e-16
"1763","Brevirhabdus pacifica","Microcystis aeruginosa",0.638856707437786,6.07994696236382e-33
"1764","Meiothermus silvanus","Microcystis aeruginosa",0.253443336801013,2.10560718976547e-05
"1765","Microbacterium sp. XT11","Microcystis aeruginosa",0.481117242051257,2.4463839785676e-17
"1766","Leadbetterella byssophila","Microcystis aeruginosa",0.469624142715201,1.72042277137087e-16
"1767","Rhodobacter capsulatus","Microcystis aeruginosa",0.641999605175524,2.38353630299678e-33
"1768","Martelella mediterranea","Microcystis aeruginosa",0.62289977696298,5.99453137843423e-31
"1855","Flavobacteriaceae bacterium JJC","Confluentimicrobium sp. EMB200-NS6",0.236037310227629,7.7372373669703e-05
"1856","Erythrobacter sp. HL-111","Confluentimicrobium sp. EMB200-NS6",0.392712780503728,1.41749036560906e-11
"1857","Martelella sp. AD-3","Confluentimicrobium sp. EMB200-NS6",0.571625688005347,2.94242412002696e-25
"1858","Luteimonas sp. JM171","Confluentimicrobium sp. EMB200-NS6",0.394730449909132,1.09125155226412e-11
"1859","Dinoroseobacter shibae","Confluentimicrobium sp. EMB200-NS6",0.538199957323333,4.71997681413687e-22
"1860","Elizabethkingia meningoseptica","Confluentimicrobium sp. EMB200-NS6",0.310138749641544,1.52384788988963e-07
"1861","Ketogulonicigenium robustum","Confluentimicrobium sp. EMB200-NS6",0.606471975685584,5.17416756424304e-29
"1862","Sulfitobacter pseudonitzschiae","Confluentimicrobium sp. EMB200-NS6",0.632047243437097,4.45658598708446e-32
"1863","Thalassolituus oleivorans","Confluentimicrobium sp. EMB200-NS6",0.291978438941012,8.32233908238568e-07
"1864","Microbacterium paludicola","Confluentimicrobium sp. EMB200-NS6",0.400833364594429,4.89337212664069e-12
"1866","Brevirhabdus pacifica","Confluentimicrobium sp. EMB200-NS6",0.61557814012501,4.51540437433408e-30
"1867","Meiothermus silvanus","Confluentimicrobium sp. EMB200-NS6",0.252259431495249,2.30749318081797e-05
"1868","Microbacterium sp. XT11","Confluentimicrobium sp. EMB200-NS6",0.416298981526866,5.9493304407899e-13
"1869","Leadbetterella byssophila","Confluentimicrobium sp. EMB200-NS6",0.475217218301766,6.71994245339796e-17
"1870","Rhodobacter capsulatus","Confluentimicrobium sp. EMB200-NS6",0.657859673935246,1.78005859389007e-35
"1871","Martelella mediterranea","Confluentimicrobium sp. EMB200-NS6",0.641576572427018,2.70543371650036e-33
"1872","Microcystis aeruginosa","Confluentimicrobium sp. EMB200-NS6",0.662712909281064,3.7468005773767e-36
"1958","Flavobacteriaceae bacterium JJC","Chryseobacterium haifense",0.702364150597291,3.40398846190876e-42
"1959","Erythrobacter sp. HL-111","Chryseobacterium haifense",0.170815043982788,0.0045021572951328
"1960","Martelella sp. AD-3","Chryseobacterium haifense",0.316820838804228,7.92237354742186e-08
"1961","Luteimonas sp. JM171","Chryseobacterium haifense",0.207330099276226,0.0005397876313375
"1962","Dinoroseobacter shibae","Chryseobacterium haifense",0.371676616660157,1.95351089055236e-10
"1963","Elizabethkingia meningoseptica","Chryseobacterium haifense",0.538183635866322,4.73607796750778e-22
"1964","Ketogulonicigenium robustum","Chryseobacterium haifense",0.361762737291472,6.30994319105745e-10
"1965","Sulfitobacter pseudonitzschiae","Chryseobacterium haifense",0.334271099553492,1.32896897958128e-08
"1966","Thalassolituus oleivorans","Chryseobacterium haifense",0.270150141806649,5.51174664196807e-06
"1967","Microbacterium paludicola","Chryseobacterium haifense",0.431202018421879,7.03187922559753e-14
"1969","Brevirhabdus pacifica","Chryseobacterium haifense",0.354179708142938,1.50628323144817e-09
"1970","Meiothermus silvanus","Chryseobacterium haifense",0.260516207569131,1.20712796408206e-05
"1971","Microbacterium sp. XT11","Chryseobacterium haifense",0.33669886324758,1.02739480542899e-08
"1972","Leadbetterella byssophila","Chryseobacterium haifense",0.639994059230629,4.33788115940729e-33
"1973","Rhodobacter capsulatus","Chryseobacterium haifense",0.347312276683726,3.24797941608125e-09
"1974","Martelella mediterranea","Chryseobacterium haifense",0.343171515927277,5.11645968733900e-09
"1975","Microcystis aeruginosa","Chryseobacterium haifense",0.390236289827942,1.94938090516032e-11
"1976","Confluentimicrobium sp. EMB200-NS6","Chryseobacterium haifense",0.334442149117115,1.30518227261293e-08
"2061","Flavobacteriaceae bacterium JJC","Belliella baltica",0.371378557566235,2.02478735764521e-10
"2062","Erythrobacter sp. HL-111","Belliella baltica",0.179480228417601,0.00281657045405844
"2063","Martelella sp. AD-3","Belliella baltica",0.39348427129348,1.28285037272688e-11
"2064","Luteimonas sp. JM171","Belliella baltica",0.391685482335224,1.61830971029497e-11
"2065","Dinoroseobacter shibae","Belliella baltica",0.389715836934303,2.0836799552992e-11
"2066","Elizabethkingia meningoseptica","Belliella baltica",0.371773666205997,1.93083349939974e-10
"2067","Ketogulonicigenium robustum","Belliella baltica",0.454049665700116,2.15746644753563e-15
"2068","Sulfitobacter pseudonitzschiae","Belliella baltica",0.443272640838637,1.1529706008622e-14
"2069","Thalassolituus oleivorans","Belliella baltica",0.182447509135863,0.00238706408732212
"2070","Microbacterium paludicola","Belliella baltica",0.37999156714255,7.08252681143523e-11
"2071","Staphylococcus phage StB12","Belliella baltica",0.167281391208341,0.00541859035614135
"2072","Brevirhabdus pacifica","Belliella baltica",0.412126523016213,1.0617471256249e-12
"2073","Meiothermus silvanus","Belliella baltica",0.186124124252409,0.00193789249863978
"2074","Microbacterium sp. XT11","Belliella baltica",0.332199312730513,1.65249086434211e-08
"2075","Leadbetterella byssophila","Belliella baltica",0.499797156240723,8.74855912674986e-19
"2076","Rhodobacter capsulatus","Belliella baltica",0.458992509883893,9.80430092307739e-16
"2077","Martelella mediterranea","Belliella baltica",0.426035836308492,1.49189804479805e-13
"2078","Microcystis aeruginosa","Belliella baltica",0.473493157930918,8.99520031162516e-17
"2079","Confluentimicrobium sp. EMB200-NS6","Belliella baltica",0.467645899322568,2.38924582259587e-16
"2080","Chryseobacterium haifense","Belliella baltica",0.474330116346169,7.809424388189e-17
"2164","Flavobacteriaceae bacterium JJC","Propionibacterium phage PHL064M02",-0.194575050100055,0.00118272024242991
"2166","Martelella sp. AD-3","Propionibacterium phage PHL064M02",-0.136732008162683,0.0233428220262042
"2169","Elizabethkingia meningoseptica","Propionibacterium phage PHL064M02",-0.161587950380272,0.00725090886032932
"2171","Sulfitobacter pseudonitzschiae","Propionibacterium phage PHL064M02",-0.119762249686351,0.0472410547824034
"2172","Thalassolituus oleivorans","Propionibacterium phage PHL064M02",-0.132681988998317,0.0278072340266008
"2178","Leadbetterella byssophila","Propionibacterium phage PHL064M02",-0.163239451580149,0.00666951217812577
"2179","Rhodobacter capsulatus","Propionibacterium phage PHL064M02",-0.142113834877785,0.0183768309668136
"2181","Microcystis aeruginosa","Propionibacterium phage PHL064M02",-0.138540607502159,0.0215581472748687
"2183","Chryseobacterium haifense","Propionibacterium phage PHL064M02",-0.214636880219956,0.000337067497297143
"2269","Martelella sp. AD-3","Ochrobactrum sp. A44",0.226849613072965,0.000148046657361023
"2270","Luteimonas sp. JM171","Ochrobactrum sp. A44",0.168344117440529,0.00512677555180494
"2271","Dinoroseobacter shibae","Ochrobactrum sp. A44",0.230151587088434,0.000117601914363782
"2272","Elizabethkingia meningoseptica","Ochrobactrum sp. A44",0.181292986704167,0.00254654020909317
"2273","Ketogulonicigenium robustum","Ochrobactrum sp. A44",0.186108710281066,0.00193960243424358
"2274","Sulfitobacter pseudonitzschiae","Ochrobactrum sp. A44",0.220454467907912,0.00022905746009922
"2276","Microbacterium paludicola","Ochrobactrum sp. A44",0.162907806230223,0.00678280453511114
"2277","Staphylococcus phage StB12","Ochrobactrum sp. A44",0.142081136628071,0.0184039809421446
"2278","Brevirhabdus pacifica","Ochrobactrum sp. A44",0.174450135181319,0.00370745580157642
"2280","Microbacterium sp. XT11","Ochrobactrum sp. A44",0.21610397937941,0.000306071611788312
"2281","Leadbetterella byssophila","Ochrobactrum sp. A44",0.243585219168779,4.45220075048879e-05
"2282","Rhodobacter capsulatus","Ochrobactrum sp. A44",0.166309838127738,0.00569832775352966
"2283","Martelella mediterranea","Ochrobactrum sp. A44",0.197364015819868,0.00100035019490076
"2284","Microcystis aeruginosa","Ochrobactrum sp. A44",0.235029374788776,8.31866867490956e-05
"2285","Confluentimicrobium sp. EMB200-NS6","Ochrobactrum sp. A44",0.176206128835854,0.0033710013703128
"2286","Chryseobacterium haifense","Ochrobactrum sp. A44",0.156524846524344,0.00932530404057228
"2287","Belliella baltica","Ochrobactrum sp. A44",0.2141207798278,0.000348648662582992
"2370","Flavobacteriaceae bacterium JJC","Bergeyella zoohelcum",0.315636311287346,8.90687473063476e-08
"2371","Erythrobacter sp. HL-111","Bergeyella zoohelcum",0.194903840077479,0.00115973483538271
"2372","Martelella sp. AD-3","Bergeyella zoohelcum",0.301929341714913,3.33022119630414e-07
"2373","Luteimonas sp. JM171","Bergeyella zoohelcum",0.223853580630491,0.000181915160707565
"2374","Dinoroseobacter shibae","Bergeyella zoohelcum",0.360113958490803,7.63899540962378e-10
"2375","Elizabethkingia meningoseptica","Bergeyella zoohelcum",0.35948097070675,8.2182521737092e-10
"2376","Ketogulonicigenium robustum","Bergeyella zoohelcum",0.332538553085499,1.59475149626199e-08
"2377","Sulfitobacter pseudonitzschiae","Bergeyella zoohelcum",0.352653436260615,1.78964394536784e-09
"2378","Thalassolituus oleivorans","Bergeyella zoohelcum",0.199944143896305,0.00085505887233078
"2379","Microbacterium paludicola","Bergeyella zoohelcum",0.311615090538864,1.32061476417144e-07
"2381","Brevirhabdus pacifica","Bergeyella zoohelcum",0.306109918613704,2.24319351712117e-07
"2382","Meiothermus silvanus","Bergeyella zoohelcum",0.250799285825007,2.58174779993545e-05
"2383","Microbacterium sp. XT11","Bergeyella zoohelcum",0.252206594806803,2.31691704877376e-05
"2384","Leadbetterella byssophila","Bergeyella zoohelcum",0.463275762948785,4.89874737399994e-16
"2385","Rhodobacter capsulatus","Bergeyella zoohelcum",0.450931755376731,3.52512710843008e-15
"2386","Martelella mediterranea","Bergeyella zoohelcum",0.26838362637374,6.37833349066593e-06
"2387","Microcystis aeruginosa","Bergeyella zoohelcum",0.344909611663347,4.23135321723654e-09
"2388","Confluentimicrobium sp. EMB200-NS6","Bergeyella zoohelcum",0.382688259214294,5.06505771723543e-11
"2389","Chryseobacterium haifense","Bergeyella zoohelcum",0.406996932202205,2.14059828165509e-12
"2390","Belliella baltica","Bergeyella zoohelcum",0.386539330036544,3.12125827603537e-11
"2391","Propionibacterium phage PHL064M02","Bergeyella zoohelcum",-0.146844489196658,0.0147984252562923
"2392","Ochrobactrum sp. A44","Bergeyella zoohelcum",0.26148386703277,1.11725013073492e-05
"2473","Flavobacteriaceae bacterium JJC","Moraxella sp. O245",0.240128008693159,5.74734208387614e-05
"2474","Erythrobacter sp. HL-111","Moraxella sp. O245",0.192621492187639,0.00132814528816822
"2475","Martelella sp. AD-3","Moraxella sp. O245",0.20576729912143,0.00059576210170382
"2477","Dinoroseobacter shibae","Moraxella sp. O245",0.248614685464053,3.05025385868144e-05
"2478","Elizabethkingia meningoseptica","Moraxella sp. O245",0.276307359894717,3.28652817361863e-06
"2479","Ketogulonicigenium robustum","Moraxella sp. O245",0.179738506823063,0.00277657172758731
"2480","Sulfitobacter pseudonitzschiae","Moraxella sp. O245",0.206601806837397,0.00056523705695599
"2481","Thalassolituus oleivorans","Moraxella sp. O245",0.548965954305734,4.7931001652571e-23
"2482","Microbacterium paludicola","Moraxella sp. O245",0.269035368889513,6.04451737237693e-06
"2484","Brevirhabdus pacifica","Moraxella sp. O245",0.214760749868385,0.00033434167121669
"2485","Meiothermus silvanus","Moraxella sp. O245",0.213217825388011,0.000369805353377215
"2486","Microbacterium sp. XT11","Moraxella sp. O245",0.212986124437295,0.000375423472201154
"2487","Leadbetterella byssophila","Moraxella sp. O245",0.327803395223898,2.60975211543767e-08
"2488","Rhodobacter capsulatus","Moraxella sp. O245",0.267965983580798,6.60138990449042e-06
"2489","Martelella mediterranea","Moraxella sp. O245",0.218795959859805,0.000255990427572167
"2490","Microcystis aeruginosa","Moraxella sp. O245",0.2890313860581,1.08440461746885e-06
"2491","Confluentimicrobium sp. EMB200-NS6","Moraxella sp. O245",0.305784972316631,2.31367050380722e-07
"2492","Chryseobacterium haifense","Moraxella sp. O245",0.293288574619129,7.39142802244508e-07
"2493","Belliella baltica","Moraxella sp. O245",0.222805281306211,0.000195386486429799
"2494","Propionibacterium phage PHL064M02","Moraxella sp. O245",-0.124236598550389,0.0395105799243911
"2496","Bergeyella zoohelcum","Moraxella sp. O245",0.343812233783672,4.77111471706182e-09
"2576","Flavobacteriaceae bacterium JJC","Agrobacterium sp. RAC06",0.161217160366118,0.00738750117559968
"2577","Erythrobacter sp. HL-111","Agrobacterium sp. RAC06",0.365451145461899,4.09830208882283e-10
"2578","Martelella sp. AD-3","Agrobacterium sp. RAC06",0.51596700058619,4.13212631035434e-20
"2579","Luteimonas sp. JM171","Agrobacterium sp. RAC06",0.427876963658956,1.14277006026252e-13
"2580","Dinoroseobacter shibae","Agrobacterium sp. RAC06",0.541705266234382,2.26169510838738e-22
"2581","Elizabethkingia meningoseptica","Agrobacterium sp. RAC06",0.311492270521289,1.33647478863047e-07
"2582","Ketogulonicigenium robustum","Agrobacterium sp. RAC06",0.44684416136973,6.65951153638434e-15
"2583","Sulfitobacter pseudonitzschiae","Agrobacterium sp. RAC06",0.496109248813188,1.71625428013743e-18
"2584","Thalassolituus oleivorans","Agrobacterium sp. RAC06",0.250774868645579,2.5865859647846e-05
"2585","Microbacterium paludicola","Agrobacterium sp. RAC06",0.272365254418376,4.58283414495487e-06
"2587","Brevirhabdus pacifica","Agrobacterium sp. RAC06",0.50381310865368,4.1611222118516e-19
"2588","Meiothermus silvanus","Agrobacterium sp. RAC06",0.183746559526257,0.00221853315810451
"2589","Microbacterium sp. XT11","Agrobacterium sp. RAC06",0.404469022759239,3.01091841791774e-12
"2590","Leadbetterella byssophila","Agrobacterium sp. RAC06",0.451683398265399,3.133066881308e-15
"2591","Rhodobacter capsulatus","Agrobacterium sp. RAC06",0.509301391836113,1.48330898561197e-19
"2592","Martelella mediterranea","Agrobacterium sp. RAC06",0.585624114054401,1.03406018506998e-26
"2593","Microcystis aeruginosa","Agrobacterium sp. RAC06",0.566186723998205,1.03561011605405e-24
"2594","Confluentimicrobium sp. EMB200-NS6","Agrobacterium sp. RAC06",0.594480811918547,1.14175082466559e-27
"2595","Chryseobacterium haifense","Agrobacterium sp. RAC06",0.306297166209709,2.20352346644613e-07
"2596","Belliella baltica","Agrobacterium sp. RAC06",0.46844818754135,2.09184403254164e-16
"2598","Ochrobactrum sp. A44","Agrobacterium sp. RAC06",0.249838016043571,2.77883159952555e-05
"2599","Bergeyella zoohelcum","Agrobacterium sp. RAC06",0.216422467615912,0.000299703282251966
"2600","Moraxella sp. O245","Agrobacterium sp. RAC06",0.229325888535637,0.000124609896726899
"2679","Flavobacteriaceae bacterium JJC","Aeromicrobium choanae",-0.185245876371944,0.00203754610823376
